Data e Hora;Nome do Usuário;Nível;idOperação;Descrição do Log;idUsuario;idLog
23/05/2026 09:02;PAULO.TELES;5 - OPERADOR;166460;NOTA FISCAL ID: 9884894 VINCULADA A CARGA ID: 166460;893;119744889
23/05/2026 09:02;PAULO.TELES;5 - OPERADOR;166460;NOTA FISCAL ID: 9913398 VINCULADA A CARGA ID: 166460;893;119744907
23/05/2026 09:02;PAULO.TELES;5 - OPERADOR;166460;NOTA FISCAL ID: 9884203 VINCULADA A CARGA ID: 166460;893;119744909
23/05/2026 08:55;PAULO.TELES;5 - OPERADOR;166460;NOTA FISCAL ID: 9883738 VINCULADA A CARGA ID: 166460;893;119743553
23/05/2026 08:56;PAULO.TELES;5 - OPERADOR;166460;NOTA FISCAL ID: 9896230 VINCULADA A CARGA ID: 166460;893;119743583
23/05/2026 08:56;PAULO.TELES;5 - OPERADOR;166460;NOTA FISCAL ID: 9897543 VINCULADA A CARGA ID: 166460;893;119743585
23/05/2026 08:56;PAULO.TELES;5 - OPERADOR;166460;NOTA FISCAL ID: 9899184 VINCULADA A CARGA ID: 166460;893;119743600
23/05/2026 08:56;PAULO.TELES;5 - OPERADOR;166460;NOTA FISCAL ID: 9884489 VINCULADA A CARGA ID: 166460;893;119743609
23/05/2026 08:56;PAULO.TELES;5 - OPERADOR;166460;NOTA FISCAL ID: 9913242 VINCULADA A CARGA ID: 166460;893;119743614
23/05/2026 08:56;PAULO.TELES;5 - OPERADOR;166460;NOTA FISCAL ID: 9901922 VINCULADA A CARGA ID: 166460;893;119743620
